date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:14:58	26847/26847	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266e0219c-68df%22	https://static.tildacdn.com/js/tilda-zero-1.1.min.js	C:/My%20Web%20Sites/Awwards/static.tildacdn.com/js/tilda-zero-1.1.min.js	(from https://urbanchic.su/)
13:14:58	2615/2615	---MCZ	200	added ('OK')	application/javascript	etag:W/%22660fcb60-a37%22	https://static.tildacdn.com/js/tilda-popup-1.0.min.js	C:/My%20Web%20Sites/Awwards/static.tildacdn.com/js/tilda-popup-1.0.min.js	(from https://urbanchic.su/)
13:14:59	69772/69772	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266bb71dd-1108c%22	https://static.tildacdn.com/js/tilda-forms-1.0.min.js	C:/My%20Web%20Sites/Awwards/static.tildacdn.com/js/tilda-forms-1.0.min.js	(from https://urbanchic.su/)
13:14:59	22722/22722	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266d02acc-58c2%22	https://static.tildacdn.com/js/tilda-animation-ext-1.0.min.js	C:/My%20Web%20Sites/Awwards/static.tildacdn.com/js/tilda-animation-ext-1.0.min.js	(from https://urbanchic.su/)
13:14:59	37612/37612	---MCZ	200	added ('OK')	application/javascript	etag:W/%22668ba022-92ec%22	https://static.tildacdn.com/js/tilda-animation-sbs-1.0.min.js	C:/My%20Web%20Sites/Awwards/static.tildacdn.com/js/tilda-animation-sbs-1.0.min.js	(from https://urbanchic.su/)
13:14:59	4480/4480	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266e0219c-1180%22	https://static.tildacdn.com/js/tilda-zero-scale-1.0.min.js	C:/My%20Web%20Sites/Awwards/static.tildacdn.com/js/tilda-zero-scale-1.0.min.js	(from https://urbanchic.su/)
13:14:59	18130/18130	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265c22b18-46d2%22	https://static.tildacdn.com/js/tilda-events-1.0.min.js	C:/My%20Web%20Sites/Awwards/static.tildacdn.com/js/tilda-events-1.0.min.js	(from https://urbanchic.su/)
13:15:00	277916/277916	---M--	200	added ('OK')	image/jpeg	etag:%226b3f49bfa4a4af452505edc110b1fa01%22	https://static.tildacdn.com/tild3361-3534-4135-b661-613434616435/Group_21.jpg	C:/My%20Web%20Sites/Awwards/static.tildacdn.com/tild3361-3534-4135-b661-613434616435/Group_21.jpg	(from https://urbanchic.su/)
13:15:01	277916/277916	---M--	200	added ('OK')	image/jpeg	etag:%226b3f49bfa4a4af452505edc110b1fa01%22	https://static.tildacdn.com/tild6532-3266-4534-b334-383562313464/Group_21.jpg	C:/My%20Web%20Sites/Awwards/static.tildacdn.com/tild6532-3266-4534-b334-383562313464/Group_21.jpg	(from https://urbanchic.su/)
13:15:01	22754/22754	---M--	200	added ('OK')	image/jpeg	etag:%22e389036d65e2e794774804512d642e35%22	https://static.tildacdn.com/tild3366-3863-4030-a366-363363633731/max1232617_a_modern_.jpg	C:/My%20Web%20Sites/Awwards/static.tildacdn.com/tild3366-3863-4030-a366-363363633731/max1232617_a_modern_.jpg	(from https://urbanchic.su/)
13:15:01	89674/89674	---M--	200	added ('OK')	image/jpeg	etag:%220cdf96587445aa557ed8c19826062510%22	https://static.tildacdn.com/tild3136-6332-4630-b130-303932333064/max1232617_Modern_in.jpg	C:/My%20Web%20Sites/Awwards/static.tildacdn.com/tild3136-6332-4630-b130-303932333064/max1232617_Modern_in.jpg	(from https://urbanchic.su/)
13:15:02	83302/83302	---M--	200	added ('OK')	image/jpeg	etag:%22e7be7cd86d749d1e2703d734304e0409%22	https://static.tildacdn.com/tild3861-6631-4638-a330-303365306638/max1232617_Modern_in.jpg	C:/My%20Web%20Sites/Awwards/static.tildacdn.com/tild3861-6631-4638-a330-303365306638/max1232617_Modern_in.jpg	(from https://urbanchic.su/)
13:15:02	11821/11821	---M--	200	added ('OK')	image/jpeg	etag:%22f33da08a11cb5c87a5b95e9373e378fe%22	https://static.tildacdn.com/tild6234-3661-4331-b965-646432633064/max1232617_a_modern_.jpg	C:/My%20Web%20Sites/Awwards/static.tildacdn.com/tild6234-3661-4331-b965-646432633064/max1232617_a_modern_.jpg	(from https://urbanchic.su/)
13:15:03	454957/454957	---M--	200	added ('OK')	image/jpeg	etag:%2227f759bc5627d426cf8080a079c8daba%22	https://static.tildacdn.com/tild3536-6461-4464-b538-613264666236/max1232617_A_modern_.jpg	C:/My%20Web%20Sites/Awwards/static.tildacdn.com/tild3536-6461-4464-b538-613264666236/max1232617_A_modern_.jpg	(from https://urbanchic.su/)
13:15:03	41122/41122	---M--	200	added ('OK')	image/jpeg	etag:%2242c2c0a1294b1385c871a4649e679de4%22	https://static.tildacdn.com/tild6266-3833-4565-b962-373732313461/max1232617_a_modern_.jpg	C:/My%20Web%20Sites/Awwards/static.tildacdn.com/tild6266-3833-4565-b962-373732313461/max1232617_a_modern_.jpg	(from https://urbanchic.su/)
13:15:03	30201/30201	---M--	200	added ('OK')	image/jpeg	etag:%2299d1a229ba8a35d162260673436947dc%22	https://static.tildacdn.com/tild3930-6464-4436-b165-313738666132/max1232617_a_modern_.jpg	C:/My%20Web%20Sites/Awwards/static.tildacdn.com/tild3930-6464-4436-b165-313738666132/max1232617_a_modern_.jpg	(from https://urbanchic.su/)
13:15:03	9070/9070	---M--	200	added ('OK')	image/jpeg	etag:%2249fb9efd3055fdf118cbdd94683dbf65%22	https://static.tildacdn.com/tild3633-3933-4562-b036-336436336232/max1232617_a_modern_.jpg	C:/My%20Web%20Sites/Awwards/static.tildacdn.com/tild3633-3933-4562-b036-336436336232/max1232617_a_modern_.jpg	(from https://urbanchic.su/)
13:15:04	33793/33793	---M--	200	added ('OK')	image/jpeg	etag:%22755055c8886d52c488a0ea3f00526856%22	https://static.tildacdn.com/tild6534-3336-4938-a261-323364333365/max1232617_a_modern_.jpg	C:/My%20Web%20Sites/Awwards/static.tildacdn.com/tild6534-3336-4938-a261-323364333365/max1232617_a_modern_.jpg	(from https://urbanchic.su/)
13:15:04	35326/35326	---M--	200	added ('OK')	image/jpeg	etag:%22d45565978b634c171ed19a7cd62a43a4%22	https://static.tildacdn.com/tild3239-3166-4638-a633-313531396163/max1232617_a_modern_.jpg	C:/My%20Web%20Sites/Awwards/static.tildacdn.com/tild3239-3166-4638-a633-313531396163/max1232617_a_modern_.jpg	(from https://urbanchic.su/)
13:15:05	1759220/1759220	---M--	200	added ('OK')	image/png	etag:%22ed21c457887a4606f79b649784b624ce%22	https://static.tildacdn.com/tild6435-6435-4537-a636-333766653565/max1232617_modern_ma.png	C:/My%20Web%20Sites/Awwards/static.tildacdn.com/tild6435-6435-4537-a636-333766653565/max1232617_modern_ma.png	(from https://urbanchic.su/)
13:15:05	552594/552594	---M--	200	added ('OK')	image/png	etag:%22f69e09b567c79ed4c944b9a3fe8c320a%22	https://static.tildacdn.com/tild6136-6131-4538-b663-363963326436/max1232617_A_modern_.png	C:/My%20Web%20Sites/Awwards/static.tildacdn.com/tild6136-6131-4538-b663-363963326436/max1232617_A_modern_.png	(from https://urbanchic.su/)
13:15:05	261624/261624	---M--	200	added ('OK')	image/jpeg	etag:%22c43698cd82507b257629e72d2ae35bbd%22	https://static.tildacdn.com/tild3663-3462-4534-b436-626436363535/max1232617_A_modern_.jpg	C:/My%20Web%20Sites/Awwards/static.tildacdn.com/tild3663-3462-4534-b436-626436363535/max1232617_A_modern_.jpg	(from https://urbanchic.su/)
13:15:06	195162/195162	---M--	200	added ('OK')	image/jpeg	etag:%222a578239ed635067382d10db6e0089fb%22	https://static.tildacdn.com/tild6635-3562-4031-b334-326366353763/max1232617_Modern_be.jpg	C:/My%20Web%20Sites/Awwards/static.tildacdn.com/tild6635-3562-4031-b334-326366353763/max1232617_Modern_be.jpg	(from https://urbanchic.su/)
13:15:06	149080/149080	---M--	200	added ('OK')	image/jpeg	etag:%228f9a8a4367c26cd8132d2cb16d1ce3cf%22	https://static.tildacdn.com/tild3839-6539-4537-b962-333138326664/max1232617_Modern_be.jpg	C:/My%20Web%20Sites/Awwards/static.tildacdn.com/tild3839-6539-4537-b962-333138326664/max1232617_Modern_be.jpg	(from https://urbanchic.su/)
13:15:06	134861/134861	---M--	200	added ('OK')	image/jpeg	etag:%225c717f61211475dacc51f201044c84f3%22	https://static.tildacdn.com/tild3136-6136-4030-b266-353465343730/max1232617_Modern_be.jpg	C:/My%20Web%20Sites/Awwards/static.tildacdn.com/tild3136-6136-4030-b266-353465343730/max1232617_Modern_be.jpg	(from https://urbanchic.su/)
13:15:06	61102/61102	---M-Z	200	added ('OK')	application/javascript	etag:%225f46ecc0-eeae%22	https://cdnjs.cloudflare.com/ajax/libs/gsap/3.5.1/gsap.min.js	C:/My%20Web%20Sites/Awwards/cdnjs.cloudflare.com/ajax/libs/gsap/3.5.1/gsap.min.js	(from https://urbanchic.su/)
13:15:07	62520/62520	---M--	200	added ('OK')	image/jpeg	etag:%229e43abf88e28f937d00781d019c0b0ec%22	https://static.tildacdn.com/tild6634-6432-4034-b064-616365303466/max1232617_modern_be.jpg	C:/My%20Web%20Sites/Awwards/static.tildacdn.com/tild6634-6432-4034-b064-616365303466/max1232617_modern_be.jpg	(from https://urbanchic.su/)
13:15:07	202942/202942	---M--	200	added ('OK')	image/jpeg	etag:%222e77817fdd9d36af919512e0cfb46fc1%22	https://static.tildacdn.com/tild3239-3539-4735-a438-373131316465/Group_20.jpg	C:/My%20Web%20Sites/Awwards/static.tildacdn.com/tild3239-3539-4735-a438-373131316465/Group_20.jpg	(from https://urbanchic.su/)
13:15:08	256233/256233	---M--	200	added ('OK')	image/jpeg	etag:%2243d5db1be5686eab263b237af2708d99%22	https://static.tildacdn.com/tild3164-3261-4965-a535-353161333539/Rectangle_4.jpg	C:/My%20Web%20Sites/Awwards/static.tildacdn.com/tild3164-3261-4965-a535-353161333539/Rectangle_4.jpg	(from https://urbanchic.su/)
13:15:08	320610/320610	---M--	200	added ('OK')	image/jpeg	etag:%22f62231ad0681d96e2599700927bd71aa%22	https://static.tildacdn.com/tild3861-6432-4665-b036-666537616232/max1232617_interior_.jpg	C:/My%20Web%20Sites/Awwards/static.tildacdn.com/tild3861-6432-4665-b036-666537616232/max1232617_interior_.jpg	(from https://urbanchic.su/)
13:15:08	182598/182598	---M--	200	added ('OK')	image/jpeg	etag:%227fa1497e65f4a98ce62e6d3e989fa1df%22	https://static.tildacdn.com/tild3637-6631-4331-a635-326133323535/max1232617_A_bright_.jpg	C:/My%20Web%20Sites/Awwards/static.tildacdn.com/tild3637-6631-4331-a635-326133323535/max1232617_A_bright_.jpg	(from https://urbanchic.su/)
13:15:09	222642/222642	---M--	200	added ('OK')	image/jpeg	etag:%220c2d9816e7ba184f4617105ed2410eb3%22	https://static.tildacdn.com/tild6565-6365-4230-b638-373738666463/max1232617_A_bright_.jpg	C:/My%20Web%20Sites/Awwards/static.tildacdn.com/tild6565-6365-4230-b638-373738666463/max1232617_A_bright_.jpg	(from https://urbanchic.su/)
13:15:09	207982/207982	---M--	200	added ('OK')	image/jpeg	etag:%2202f27a76d98585fa6954252646075049%22	https://static.tildacdn.com/tild3035-3963-4836-a262-636163316139/Rectangle_5_1.jpg	C:/My%20Web%20Sites/Awwards/static.tildacdn.com/tild3035-3963-4836-a262-636163316139/Rectangle_5_1.jpg	(from https://urbanchic.su/)
13:15:10	10300/10300	---M--	200	added ('OK')	image/jpeg	etag:%226d7bdd364291352f101ca0b0108ef65c%22	https://static.tildacdn.com/tild3835-6331-4062-a135-383366346135/max1232617_a_modern_.jpg	C:/My%20Web%20Sites/Awwards/static.tildacdn.com/tild3835-6331-4062-a135-383366346135/max1232617_a_modern_.jpg	(from https://urbanchic.su/)
13:15:11	340/340	---M--	404	error ('Not%20Found')	text/html	etag:%22154-56d5bbe607fc0%22	https://urbanchic.su/file/d/	C:/My%20Web%20Sites/Awwards/urbanchic.su/file/d/index.html	(from https://urbanchic.su/)
13:15:11	45493/45493	---M--	200	added ('OK')	image/jpeg	etag:%22e2d2bc4e0dc3816289a648b8787476cc%22	https://static.tildacdn.com/tild6434-3731-4630-b064-353339623833/max1232617_A_minimal.jpg	C:/My%20Web%20Sites/Awwards/static.tildacdn.com/tild6434-3731-4630-b064-353339623833/max1232617_A_minimal.jpg	(from https://urbanchic.su/)
13:15:11	169609/169609	---M--	200	added ('OK')	image/jpeg	etag:%228d45711ad462cc1f031309b02439fa9d%22	https://static.tildacdn.com/tild3562-3261-4835-a235-343763313264/max1232617_A_bright_.jpg	C:/My%20Web%20Sites/Awwards/static.tildacdn.com/tild3562-3261-4835-a235-343763313264/max1232617_A_bright_.jpg	(from https://urbanchic.su/)
13:15:11	232056/232056	---M--	200	added ('OK')	image/jpeg	etag:%228b3197008d7793a3bb028c262c2f976a%22	https://static.tildacdn.com/tild6463-6338-4132-b364-356165343962/max1232617_A_bright_.jpg	C:/My%20Web%20Sites/Awwards/static.tildacdn.com/tild6463-6338-4132-b364-356165343962/max1232617_A_bright_.jpg	(from https://urbanchic.su/)
13:15:11	68432/68432	---M--	200	added ('OK')	image/jpeg	etag:%229e21a785d62103a4612376b7bc862b43%22	https://static.tildacdn.com/tild3537-6436-4634-a434-666430303839/max1232617_A_minimal.jpg	C:/My%20Web%20Sites/Awwards/static.tildacdn.com/tild3537-6436-4634-a434-666430303839/max1232617_A_minimal.jpg	(from https://urbanchic.su/)
13:15:12	203342/203342	---M--	200	added ('OK')	image/jpeg	etag:%223794685d8440f8ce28535c0f978d400a%22	https://static.tildacdn.com/tild3032-3433-4631-a134-663734666464/1.jpg	C:/My%20Web%20Sites/Awwards/static.tildacdn.com/tild3032-3433-4631-a134-663734666464/1.jpg	(from https://urbanchic.su/)
13:15:12	55920/55920	---M--	200	added ('OK')	image/jpeg	etag:%223dbf6746f55d67ac5c318f330840ac70%22	https://static.tildacdn.com/tild3136-3666-4535-a139-346631306262/2.jpg	C:/My%20Web%20Sites/Awwards/static.tildacdn.com/tild3136-3666-4535-a139-346631306262/2.jpg	(from https://urbanchic.su/)
13:15:12	15915/15915	---M--	200	added ('OK')	image/jpeg	etag:%22cff2651a1cefae7c505963df7c1ba9cf%22	https://static.tildacdn.com/tild6139-6333-4037-b038-653632666135/max1232617_A_profess.jpg	C:/My%20Web%20Sites/Awwards/static.tildacdn.com/tild6139-6333-4037-b038-653632666135/max1232617_A_profess.jpg	(from https://urbanchic.su/)
13:15:13	64519/64519	---M--	200	added ('OK')	image/jpeg	etag:%224d80b3fed37998ed9148a1dea79b3e2e%22	https://static.tildacdn.com/tild3933-3165-4166-a434-366162633939/max1232617_living_ro.jpg	C:/My%20Web%20Sites/Awwards/static.tildacdn.com/tild3933-3165-4166-a434-366162633939/max1232617_living_ro.jpg	(from https://urbanchic.su/)
13:15:13	76320/76320	---M--	200	added ('OK')	image/jpeg	etag:%227ba87d620f21a610f93bd09cc415fd5c%22	https://static.tildacdn.com/tild6663-3763-4465-a134-313338666336/max1232617_Modern_ki.jpg	C:/My%20Web%20Sites/Awwards/static.tildacdn.com/tild6663-3763-4465-a134-313338666336/max1232617_Modern_ki.jpg	(from https://urbanchic.su/)
13:15:14	37217/37217	---M--	200	added ('OK')	image/jpeg	etag:%22d53bbefadcc948238b07c9fed3635a33%22	https://static.tildacdn.com/tild3934-3864-4437-b936-363464303934/max1232617_Modern_ki.jpg	C:/My%20Web%20Sites/Awwards/static.tildacdn.com/tild3934-3864-4437-b936-363464303934/max1232617_Modern_ki.jpg	(from https://urbanchic.su/)
13:15:14	29890/29890	---M--	200	added ('OK')	image/jpeg	etag:%22859f9a2686338f234a46ddad4d46368d%22	https://static.tildacdn.com/tild6564-3039-4232-a262-376162333066/max1232617_bedroom_i.jpg	C:/My%20Web%20Sites/Awwards/static.tildacdn.com/tild6564-3039-4232-a262-376162333066/max1232617_bedroom_i.jpg	(from https://urbanchic.su/)
13:15:16	70224/70224	---M--	200	added ('OK')	image/jpeg	etag:%22c197449d0e810374e4e99419cb06ca50%22	https://static.tildacdn.com/tild6235-3861-4030-a233-616263646232/max1232617_Modern_ki.jpg	C:/My%20Web%20Sites/Awwards/static.tildacdn.com/tild6235-3861-4030-a233-616263646232/max1232617_Modern_ki.jpg	(from https://urbanchic.su/)
13:15:17	91496/91496	---M--	200	added ('OK')	image/jpeg	etag:%2279e7892647dcf951ba3a0b3fcfc82fff%22	https://static.tildacdn.com/tild3363-3766-4537-b666-396330396632/max1232617_living_ro.jpg	C:/My%20Web%20Sites/Awwards/static.tildacdn.com/tild3363-3766-4537-b666-396330396632/max1232617_living_ro.jpg	(from https://urbanchic.su/)
13:15:17	39045/39045	---M--	200	added ('OK')	image/jpeg	etag:%22174636cc3526f6ab11037e6a0fd08047%22	https://static.tildacdn.com/tild3531-3262-4135-b232-303061623339/max1232617_bedroom_i.jpg	C:/My%20Web%20Sites/Awwards/static.tildacdn.com/tild3531-3262-4135-b232-303061623339/max1232617_bedroom_i.jpg	(from https://urbanchic.su/)
13:15:17	249746/249746	---M--	200	added ('OK')	image/jpeg	etag:%22cc54c2fb07099158f9b1d4746a50d720%22	https://static.tildacdn.com/tild3662-3664-4335-b032-326530646134/max1232617_a_modern_.jpg	C:/My%20Web%20Sites/Awwards/static.tildacdn.com/tild3662-3664-4335-b032-326530646134/max1232617_a_modern_.jpg	(from https://urbanchic.su/)
13:15:17	26889/26889	---M--	200	added ('OK')	image/jpeg	etag:%22e056ed8aaa5c96b09670e362f5dea91e%22	https://static.tildacdn.com/tild3435-6235-4335-b463-616336623633/max1232617_bedroom_i.jpg	C:/My%20Web%20Sites/Awwards/static.tildacdn.com/tild3435-6235-4335-b463-616336623633/max1232617_bedroom_i.jpg	(from https://urbanchic.su/)
13:15:18	84907/84907	---M--	200	added ('OK')	image/jpeg	etag:%22635c9bfd0e3b942b0975982c53542427%22	https://static.tildacdn.com/tild3533-3262-4063-b436-343363303262/max1232617_Modern_ki.jpg	C:/My%20Web%20Sites/Awwards/static.tildacdn.com/tild3533-3262-4063-b436-343363303262/max1232617_Modern_ki.jpg	(from https://urbanchic.su/)
13:15:18	97336/97336	---M--	200	added ('OK')	image/jpeg	etag:%227c9a247c9398a349e1df8e0ed0e692c6%22	https://static.tildacdn.com/tild3831-3734-4564-b236-663961376661/max1232617_living_ro.jpg	C:/My%20Web%20Sites/Awwards/static.tildacdn.com/tild3831-3734-4564-b236-663961376661/max1232617_living_ro.jpg	(from https://urbanchic.su/)
13:15:19	84231/84231	---M--	200	added ('OK')	image/jpeg	etag:%2275983343ebbb47f84bcca601ae655218%22	https://static.tildacdn.com/tild3933-3239-4965-b861-346232653535/max1232617_Modern_ki.jpg	C:/My%20Web%20Sites/Awwards/static.tildacdn.com/tild3933-3239-4965-b861-346232653535/max1232617_Modern_ki.jpg	(from https://urbanchic.su/)
13:15:19	34361/34361	---M--	200	added ('OK')	image/jpeg	etag:%227cf1eb1051c33f6b82392c076f47388e%22	https://static.tildacdn.com/tild6166-3537-4439-a437-393065623165/max1232617_bedroom_i.jpg	C:/My%20Web%20Sites/Awwards/static.tildacdn.com/tild6166-3537-4439-a437-393065623165/max1232617_bedroom_i.jpg	(from https://urbanchic.su/)
13:15:19	41859/41859	---M--	200	added ('OK')	image/jpeg	etag:%22aa9c8c662019d4cb78ed6bd26e70d848%22	https://static.tildacdn.com/tild6361-3333-4433-a437-346431336639/max1232617_Modern_ki.jpg	C:/My%20Web%20Sites/Awwards/static.tildacdn.com/tild6361-3333-4433-a437-346431336639/max1232617_Modern_ki.jpg	(from https://urbanchic.su/)
13:15:20	110144/110144	---M--	200	added ('OK')	image/jpeg	etag:%222438ca5321f1221e2a3ce492b0dbb076%22	https://static.tildacdn.com/tild3561-6464-4964-a331-666432643635/max1232617_Modern_ki.jpg	C:/My%20Web%20Sites/Awwards/static.tildacdn.com/tild3561-6464-4964-a331-666432643635/max1232617_Modern_ki.jpg	(from https://urbanchic.su/)
13:15:20	205963/205963	---M--	200	added ('OK')	image/jpeg	etag:%22014e21a26001ad8025c8e0111fc0fcd3%22	https://static.tildacdn.com/tild3430-6366-4035-b638-313365323638/max1232617_a_modern_.jpg	C:/My%20Web%20Sites/Awwards/static.tildacdn.com/tild3430-6366-4035-b638-313365323638/max1232617_a_modern_.jpg	(from https://urbanchic.su/)
13:15:21	249746/249746	---M--	200	added ('OK')	image/jpeg	etag:%22cc54c2fb07099158f9b1d4746a50d720%22	https://static.tildacdn.com/tild3539-3235-4362-b462-366234363331/max1232617_a_modern_.jpg	C:/My%20Web%20Sites/Awwards/static.tildacdn.com/tild3539-3235-4362-b462-366234363331/max1232617_a_modern_.jpg	(from https://urbanchic.su/)
13:15:21	262840/262840	---M--	200	added ('OK')	image/jpeg	etag:%220a824a010e42c277d04a7ea612b5f665%22	https://static.tildacdn.com/tild3436-3633-4665-b836-336563363763/max1232617_a_modern_.jpg	C:/My%20Web%20Sites/Awwards/static.tildacdn.com/tild3436-3633-4665-b836-336563363763/max1232617_a_modern_.jpg	(from https://urbanchic.su/)
13:15:21	63371/63371	---M-Z	200	added ('OK')	application/javascript	etag:%2260c99a8b-61ab%22	https://cdnjs.cloudflare.com/ajax/libs/gsap/3.7.0/gsap.min.js	C:/My%20Web%20Sites/Awwards/cdnjs.cloudflare.com/ajax/libs/gsap/3.7.0/gsap.min.js	(from https://urbanchic.su/)
13:15:21	221/221	---M--	200	added ('OK')	image/png	etag:%2265c941efdae1c6bdcc0cca47c09b8435%22	https://static.tildacdn.com/tild6531-6133-4739-b461-303439303431/Group_1.png	C:/My%20Web%20Sites/Awwards/static.tildacdn.com/tild6531-6133-4739-b461-303439303431/Group_1.png	(from https://urbanchic.su/)
13:15:22	23367/23367	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03fd5-5b47%22	https://cdnjs.cloudflare.com/ajax/libs/smoothscroll/1.4.10/SmoothScroll.js	C:/My%20Web%20Sites/Awwards/cdnjs.cloudflare.com/ajax/libs/smoothscroll/1.4.10/SmoothScroll.js	(from https://urbanchic.su/)
13:15:22	8721/8721	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263189f39-2211%22	https://static.tildacdn.com/js/tilda-stat-1.0.min.js	C:/My%20Web%20Sites/Awwards/static.tildacdn.com/js/tilda-stat-1.0.min.js	(from https://urbanchic.su/)
